CountryCode,Year,TreeCoverLoss_ha,GrossEmissions_Co2_all_gases_Mg,TreeCoverLoss_ha_std,GrossEmissions_Co2_all_gases_Mg_std
ZMB,2024,1475.4033587649465,683789.171580553,47.28186402294244,47.326547923285844
ZMB,2025,1431.9064865140244,663737.2772138119,47.91442399083555,47.91978753329364
ZMB,2026,1407.1912098187022,652573.6535470486,48.28464019203122,48.26325321735691
ZMB,2027,1394.1219848310575,646831.117557764,48.51826041048512,48.47959053208888
ZMB,2028,1388.0673856646754,644296.2521209717,48.68059218302137,48.63096365890083
ZMB,2029,1386.1493058870547,643618.1688365936,48.80577718101955,48.74926154724752
ZMB,2030,1386.6315306159668,643997.171298027,48.912076516418956,48.85126976706237
ZWE,2020,37.88547244784422,21908.6489097476,0.2589050258076307,4.466898212171561
ZWE,2021,42.60782294895034,26415.456377387047,45.68638735412051,46.171508389183764
ZWE,2022,42.998741407936905,26582.72061100602,46.003233804978414,46.21664512818172
ZWE,2023,43.029124620195944,26749.984844833612,46.01754464665693,46.26576109388148
ZWE,2024,43.034944654558785,26917.249078422785,46.0198573730148,46.31884362766676
ZWE,2025,43.0394451309694,27084.51331219077,46.02159080385102,46.37587910895778
ZWE,2026,43.0438817536924,27251.777545899153,46.02332705671024,46.436852972322605
ZWE,2027,43.0483154640533,27419.041779577732,46.0250941411681,46.5017497255086
ZWE,2028,43.05274904635735,27586.30601322651,46.02689332899169,46.57055296872401
ZWE,2029,43.05718262324808,27753.570247024298,46.02872467238735,46.643245414643964
ZWE,2030,43.06161619996419,27920.834480583668,46.03058816988434,46.71980890932714
AGO,2001,4957.597965,3021078.392
ARG,2001,5979.947498,2253298.046
AUS,2001,0.075922367,28.85011952
BDI,2001,6.222929649,3288.072273
BES,2001,0.146931975,61.25723073
BGD,2001,384.7733492,228372.5064
BHS,2001,0.286787751,45.32246863
BLZ,2001,1271.345645,531553.2377
BOL,2001,36529.52788,20209923.06
BRA,2001,465542.9836,293797838
BRN,2001,256.0865366,214955.567
BTN,2001,69.41099624,48861.44288
CAF,2001,3939.636294,2674136.653
CHN,2001,867.2031347,478050.3284
CIV,2001,14045.21731,6240405.382
CMR,2001,8286.756067,5232922.246
COD,2001,92019.98713,62066542.5
COG,2001,7398.989759,4617149.611
COL,2001,24081.67028,15268146.78
COM,2001,1.355913278,790.2335335
CRI,2001,522.0724354,302298.6462
CUB,2001,475.2467288,120296.6329
CYM,2001,2.24888465,487.9166972
DMA,2001,5.049745703,3032.816095
DOM,2001,235.7770419,102535.9562
ECU,2001,4701.192201,3208347.276
ETH,2001,1399.270594,881875.2644
FJI,2001,12.56193165,7127.775799
GAB,2001,5117.83667,3245368.922
GHA,2001,1699.573264,789769.412
GIN,2001,287.9754279,144321.2661
GLP,2001,3.1064586,1732.488861
GNB,2001,8.526838878,2457.573445
GNQ,2001,603.1841641,385746.6878
GTM,2001,3978.866532,2076278.986
GUF,2001,901.7761195,744125.2896
GUY,2001,1834.786579,1270926.25
HND,2001,4747.463721,2643530.551
HTI,2001,9.890339363,4895.717884
IDN,2001,114393.7886,100294139.9
IND,2001,5541.942059,3349485.279
JAM,2001,89.57468489,50108.77275
KEN,2001,2390.693434,1363429.46
KHM,2001,8908.21939,5251174.416
KNA,2001,1.986411944,973.6086127
LAO,2001,10263.04417,6252922.544
LBR,2001,2080.511226,1026559.112
LCA,2001,1.046322965,648.0633936
LKA,2001,115.7572696,49247.88015
MAF,2001,0.439377478,163.7812133
MDG,2001,21193.19047,11529405.88
MDV,2001,0.076408922,0
MEX,2001,8045.036186,3937462.991
MMR,2001,9308.137831,5453343.183
MOZ,2001,47.94843723,23215.20902
MSR,2001,0.442526703,244.7759918
MTQ,2001,1.564203046,880.3409059
MWI,2001,2.529924123,1350.88846
MYS,2001,24068.03917,18959188.88
NGA,2001,3494.915244,1382251.03
NIC,2001,1853.382172,1071311.511
NPL,2001,59.36401164,40502.4349
PAN,2001,1186.935577,741808.8557
PER,2001,28698.56957,19578040.7
PHL,2001,1655.139876,1171269.433
PLW,2001,7.324428847,5944.514993
PNG,2001,10238.09837,8507078.642
PRI,2001,29.02792696,17057.08752
PRY,2001,13533.82066,5085053.937
RWA,2001,10.68536001,6769.242401
SLB,2001,745.6321284,607603.6634
SLE,2001,266.8073696,130797.8989
SLV,2001,11.15520184,6366.611957
SSD,2001,10.96986719,6526.444069
SUR,2001,1144.897275,931813.2183
SXM,2001,0.073239428,33.84646111
TCA,2001,0.572026591,95.83695339
TGO,2001,2.444378671,759.4192431
THA,2001,2035.386225,1229570.131
TTO,2001,83.47129335,39188.93101
TWN,2001,62.83498421,36446.04451
TZA,2001,1579.148056,934303.735
UGA,2001,3741.819698,1908068.143
USA,2001,33.53702004,16052.97256
VCT,2001,0.074952594,40.91272082
VEN,2001,10437.98149,6070087.192
VGB,2001,0.876992507,362.774046
VIR,2001,0.438710097,208.152714
VNM,2001,12002.35246,6995385.865
VUT,2001,17.42882616,10672.83592
ZAF,2001,54.06534504,25739.85162
ZMB,2001,91.93893608,43479.20811
ZWE,2001,8.993982148,4562.742881
AGO,2002,3499.636273,2046401.834
ARG,2002,9316.61364,3401361.522
AUS,2002,0.607419741,238.370275
BDI,2002,3.918713765,2275.670513
BEN,2002,0.229139851,64.19381161
BGD,2002,619.4067065,378850.5218
BHS,2002,0.213571988,35.24862038
BLZ,2002,5573.869641,2757632.14
BOL,2002,70601.35638,37019809.29
BRA,2002,1621765.135,964450109
BRN,2002,474.5076639,382949.2428
BTN,2002,119.9097674,79334.1661
CAF,2002,7005.039471,4503148.544
CHN,2002,1823.238905,1009992.267
CIV,2002,24185.72166,10404734.28
CMR,2002,10611.60059,6749781.594
COD,2002,168992.517,112337150.5
COG,2002,9973.614969,6355598.578
COL,2002,63301.81044,39581241.57
COM,2002,8.287821179,4810.836699
CRI,2002,751.7816886,423855.5657
CUB,2002,2957.858768,735637.3466
CYM,2002,0.799714542,164.0934009
DMA,2002,2.00395407,1034.553447
DOM,2002,451.2364789,173559.2659
ECU,2002,5692.960591,4160926.605
ETH,2002,1569.223574,944309.1647
FJI,2002,19.39814813,10919.08208
GAB,2002,7001.769824,4380839.463
GHA,2002,4438.274187,1972738.523
GIN,2002,1100.626106,487883.5417
GLP,2002,2.736027748,1576.192884
GNB,2002,137.3191615,36087.52198
GNQ,2002,1137.859424,729724.9938
GTM,2002,16082.24802,7695374.718
GUF,2002,1628.444117,1311160.957
GUY,2002,2824.670504,1963479.832
HND,2002,7343.579581,3995347.663
HTI,2002,17.43798239,8856.684041
IDN,2002,271745.452,244665038.3
IND,2002,11717.80559,6448720.855
JAM,2002,280.4532481,145977.5472
KEN,2002,2973.732505,1677954.237
KHM,2002,18576.43013,10302424.21
KNA,2002,3.015652092,1450.027257
LAO,2002,13700.20876,8054283.262
LBR,2002,7330.378416,3493071.763
LCA,2002,1.569656777,881.3165014
LKA,2002,524.160339,206939.046
MAF,2002,2.929183128,993.5542097
MDG,2002,27039.9755,14630656.86
MEX,2002,14328.51109,6084817.459
MMR,2002,12938.64357,7546736.349
MOZ,2002,143.5607495,61856.33396
MSR,2002,0.73769428,382.6768129
MTQ,2002,2.755443872,1627.209369
MWI,2002,2.343752487,1023.996275
MYS,2002,61819.66651,49020707.88
NGA,2002,6131.773287,2337083.768
NIC,2002,5754.756773,3272008.907
NPL,2002,169.5343258,115574.0764
PAN,2002,1888.88105,1137799.744
PER,2002,46059.43164,30912304.27
PHL,2002,3498.917432,2412763.035
PLW,2002,26.70128954,21948.39239
PNG,2002,23529.78773,19497126
PRI,2002,39.40240781,20783.44079
PRY,2002,50508.57058,17674370.23
RWA,2002,4.534828848,2693.357787
SEN,2002,0.225414616,56.56977087
SGP,2002,0.076916091,37.54891059
SLB,2002,2128.644202,1747798.359
SLE,2002,250.3623649,103442.9679
SLV,2002,52.86365358,30113.67542
SSD,2002,54.32513209,33844.10547
SUR,2002,1931.788541,1547389.005
SXM,2002,0.146474485,36.39964831
TGO,2002,2.444499997,690.1378294
THA,2002,3856.290085,2282937.562
TTO,2002,73.19418375,41261.25604
TWN,2002,120.6524041,69564.3517
TZA,2002,843.4013503,450086.6023
UGA,2002,667.8105353,375020.014
UMI,2002,4.312646207,0
USA,2002,12.7115289,5850.544771
VCT,2002,0.074952594,45.50711723
VEN,2002,11322.79991,6271981.253
VGB,2002,0.950060644,403.6438002
VNM,2002,11029.9711,6330109.027
VUT,2002,18.71587644,10988.22739
ZAF,2002,350.0024631,161856.0894
ZMB,2002,62.401474,30436.32685
ZWE,2002,14.46358336,7470.487947
AGO,2003,2963.523062,1715963.825
ARG,2003,14448.23558,5221023.094
AUS,2003,0.607264592,231.630953
BDI,2003,51.55890953,29639.57818
BES,2003,7.120734361,0
BGD,2003,266.9183376,162118.2752
BHS,2003,0.211689654,13.31965411
BLZ,2003,2997.824421,1417805.71
BOL,2003,77166.55543,40881134.87
BRA,2003,1570575.591,919839231.7
BRN,2003,379.4345488,297943.5228
BTN,2003,84.66540713,53889.55349
CAF,2003,3025.742943,2013264.78
CHN,2003,1590.321108,873899.2289
CIV,2003,16572.56238,6994245.353
CMR,2003,9967.206811,6467740.597
COD,2003,78138.09808,52866416.41
COG,2003,9875.142345,6018907.066
COL,2003,32049.99556,19850131.46
COM,2003,3.314248884,1861.53996
CRI,2003,591.0626345,340575.1433
CUB,2003,201.5848533,50373.15702
DMA,2003,9.724574715,5622.54516
DOM,2003,460.635688,192295.4683
ECU,2003,3378.985129,2453480.58
ETH,2003,2542.491985,1558829.981
FJI,2003,53.21087267,30054.39502
GAB,2003,10674.32098,6714775.942
GHA,2003,1875.104673,828881.9484
GIN,2003,287.4373998,134917.7944
GLP,2003,3.84483877,2043.117586
GNB,2003,14.26996006,4151.48982
GNQ,2003,960.2635304,620071.0115
GTM,2003,24304.71989,10749519.14
GUF,2003,1267.399619,1007975.286
GUY,2003,4216.483439,2840773.759
HND,2003,8855.603422,4846409.092
HTI,2003,14.33538364,6574.594207
IDN,2003,248435.5929,196468859.8
IND,2003,10845.98158,5780676.316
JAM,2003,152.3676023,82678.68474
KEN,2003,1568.125308,959450.6074
KHM,2003,24054.02849,13069606.83
KNA,2003,5.002769323,1962.944627
LAO,2003,20470.79879,12087392.1
LBR,2003,4820.838077,2325075.487
LCA,2003,1.868305291,1120.323601
LKA,2003,991.4236056,372709.7791
MAF,2003,2.416633694,919.9452053
MDG,2003,15319.57963,8427511.431
MDV,2003,0.688866333,29.78688272
MEX,2003,17924.50715,7733451.874
MMR,2003,13768.18041,8324548.877
MOZ,2003,91.65641669,39571.09951
MSR,2003,0.36880607,201.9831624
MTQ,2003,6.702699431,3381.545808
MWI,2003,9.662507816,4731.980365
MYS,2003,60415.79558,51375116.69
NGA,2003,1830.250959,678025.8603
NIC,2003,5123.653703,2905216.778
NPL,2003,284.6296925,193623.0652
PAN,2003,1574.859548,949136.53
PER,2003,43732.98104,29364852.54
PHL,2003,4274.66199,2903759.479
PLW,2003,3.356908157,2575.909715
PNG,2003,15365.85033,12980676.33
PRI,2003,83.34167229,46101.7662
PRY,2003,74443.58742,23964584.68
RWA,2003,28.97537139,17195.92456
SEN,2003,0.225447225,52.27571283
SLB,2003,1276.217859,1037798.103
SLE,2003,176.1908548,81139.71588
SLV,2003,9.583359458,5538.890861
SSD,2003,48.34699545,29032.25978
SUR,2003,2243.051495,1694453.429
SXM,2003,0.146484139,39.63173903
TCA,2003,1.788533469,285.7343931
TGO,2003,1.527748518,457.2439805
THA,2003,4246.349856,2481086.516
TTO,2003,50.11670488,27628.20651
TWN,2003,65.20640406,38291.29335
TZA,2003,726.593395,367144.52
UGA,2003,1521.071507,918633.0458
USA,2003,8.930563973,4000.99371
VCT,2003,0.524646321,231.3554232
VEN,2003,20775.2784,11835404.09
VGB,2003,0.438500356,184.0123432
VIR,2003,0.804348478,368.5649364
VNM,2003,9522.161011,5432312.546
VUT,2003,329.7950175,190632.0231
ZAF,2003,326.881364,170479.9973
ZMB,2003,133.0735566,60680.385
ZWE,2003,8.620148177,4743.599195
AGO,2004,2354.976328,1341360.077
ARG,2004,28083.66112,10173639.43
AUS,2004,0.455535112,159.0551733
BDI,2004,2.765842286,1615.473617
BES,2004,0.07346776,25.39684158
BGD,2004,347.5618805,190477.9957
BHS,2004,4.511566501,981.2345344
BLZ,2004,2102.643886,924440.5967
BOL,2004,96610.91727,50554318.61
BRA,2004,2016477.159,1234223138
BRN,2004,584.7823786,461995.9397
BTN,2004,337.1719236,225440.6375
CAF,2004,4096.378749,2663477.991
CHN,2004,3421.80221,1857085.985
CIV,2004,11228.83703,4850643.571
CMR,2004,9049.345236,5709198.589
COD,2004,123521.1599,82445718.75
COG,2004,4995.598941,3010576.53
COL,2004,81694.74884,50889340.39
COM,2004,4.144770157,2515.986803
CRI,2004,602.671167,357036.4756
CUB,2004,651.6400525,175548.201
CYM,2004,2.108558363,513.4772049
DMA,2004,22.12330751,12851.31947
DOM,2004,1065.76079,459627.8313
ECU,2004,5436.247176,3778515.543
ETH,2004,2729.930304,1510303.864
FJI,2004,231.1456227,129542.3931
GAB,2004,5698.650925,3640259.756
GHA,2004,1582.796552,710597.7504
GIN,2004,552.595774,257325.1107
GLP,2004,8.58169741,4900.168615
GNB,2004,75.94738958,23240.4157
GNQ,2004,210.8255151,131109.6763
GTM,2004,17270.27777,8115682.085
GUF,2004,3268.537432,2601354.05
GUY,2004,2630.277363,1836933.451
HND,2004,7114.626164,3870336.434
HTI,2004,52.92761232,26257.15863
IDN,2004,479153.2768,469104008.6
IND,2004,19166.08648,10436040.73
JAM,2004,979.7668086,501046.0475
KEN,2004,2973.6922,1668480.033
KHM,2004,44062.85745,24870627.92
KNA,2004,4.192778615,2131.690543
LAO,2004,17946.90051,10594217.3
LBR,2004,1782.419963,867652.5921
LCA,2004,6.951812993,3737.163498
LKA,2004,466.7371875,186529.4237
MAF,2004,0.878766461,366.1577056
MDG,2004,20280.68792,11254369.54
MDV,2004,0.688336507,102.0615679
MEX,2004,18119.2792,8042829.452
MMR,2004,23286.00527,13943604.23
MOZ,2004,184.787216,76473.78697
MSR,2004,3.466301944,1953.006832
MTQ,2004,13.40168519,7590.599653
MWI,2004,6.202598599,2859.874335
MYS,2004,113421.7464,96582262.35
NGA,2004,3055.251187,1115836.267
NIC,2004,3182.503925,1802798.516
NPL,2004,174.51839,111842.4762
PAN,2004,2478.124985,1513945.448
PER,2004,62035.26671,41649819.35
PHL,2004,7078.365828,4864096.496
PLW,2004,7.019062289,6028.087186
PNG,2004,25102.87715,20844656.8
PRI,2004,58.93001494,32509.82042
PRY,2004,65084.53106,24088895.86
RWA,2004,6.99410999,4451.032169
SEN,2004,0.075111266,21.64123181
SLB,2004,2200.657925,1822014.499
SLE,2004,234.562535,101785.8705
SLV,2004,77.72682384,45724.86309
SSD,2004,80.87638343,48463.88445
SUR,2004,2814.208734,2171601.052
SXM,2004,0.292947343,88.89453084
TCA,2004,2.287952296,385.1840256
TGO,2004,0.07638703,21.5561808
THA,2004,8034.232678,4688046.006
TTO,2004,152.3071259,83995.35404
TWN,2004,387.5692609,241906.4006
TZA,2004,724.4818356,343614.8087
UGA,2004,1587.098932,963893.2557
USA,2004,31.69462982,13600.86709
VCT,2004,2.098625523,1183.039383
VEN,2004,15923.98275,8755855.904
VGB,2004,0.950051811,379.5671692
VIR,2004,6.581190218,2713.013785
VNM,2004,21113.33596,12358332.62
VUT,2004,110.1935078,62841.2426
ZAF,2004,430.2130753,216413.7981
ZMB,2004,431.9064274,199617.7143
ZWE,2004,20.61857423,11315.26853
AGO,2005,3110.38523,1772015.044
ARG,2005,31423.82097,11399588.8
AUS,2005,0.607464489,216.5193435
BDI,2005,15.44141163,8688.913541
BEN,2005,0.229063193,75.08890426
BGD,2005,306.0067914,177017.5468
BHS,2005,2.832322236,267.4803553
BLZ,2005,3208.314477,1484564.246
BOL,2005,137830.8003,73808842.69
BRA,2005,1824425.467,1166065795
BRN,2005,602.9876472,482266.3677
BTN,2005,315.956894,219414.9639
CAF,2005,5466.014431,3526496.656
CHN,2005,3075.793464,1728350.647
CIV,2005,6007.014657,2421895.939
CMR,2005,11078.70255,7054735.562
COD,2005,149894.2068,100698019.9
COG,2005,8608.226053,5329241.17
COL,2005,58906.21359,37184027.91
COM,2005,6.402521196,3745.609447
CRI,2005,868.4347018,494422.6268
CUB,2005,1023.73536,321690.7142
CYM,2005,2.471580316,857.2511773
DMA,2005,13.28584509,7637.420201
DOM,2005,4977.017619,1930940.042
ECU,2005,6205.423351,4586441.284
ETH,2005,2302.292189,1204884.643
FJI,2005,153.4365527,87863.99968
GAB,2005,10815.80177,6932595.257
GHA,2005,3405.59776,1532829.978
GIN,2005,270.5780753,119248.683
GLP,2005,6.806240693,3844.726025
GNB,2005,76.2634267,19801.66849
GNQ,2005,900.4838564,567951.4158
GTM,2005,33387.58261,14988103.58
GUF,2005,2028.103581,1599813.214
GUY,2005,3578.781431,2519796.098
HND,2005,14157.54386,7875781.658
HTI,2005,36.6076744,16037.98666
IDN,2005,478405.8126,471942849.7
IND,2005,15147.70268,8384550.876
JAM,2005,3164.159573,1685860.767
KEN,2005,1703.29024,974672.4532
KHM,2005,35968.71377,20834789.15
KNA,2005,4.561392075,2289.603487
LAO,2005,21601.35743,12903790.39
LBR,2005,2168.342634,1029702.362
LCA,2005,5.531324158,3359.820938
LKA,2005,546.6412891,225061.6979
MAF,2005,1.098477028,371.8763506
MDG,2005,22511.84569,12352199.25
MDV,2005,0.305949484,0
MEX,2005,23057.64645,10314067.14
MMR,2005,23420.62315,14510207.35
MOZ,2005,278.9954507,126860.4255
MSR,2005,9.515804231,5364.343762
MTQ,2005,7.371113733,4281.755509
MWI,2005,5.791413776,2790.137046
MYS,2005,114495.837,97583837.32
NGA,2005,1922.275349,770526.1742
NIC,2005,11309.70909,6527422.442
NPL,2005,234.5690564,164438.0962
PAN,2005,2336.469635,1450909.662
PER,2005,97398.75877,64337985.08
PHL,2005,6332.623462,4274611.663
PLW,2005,15.64008217,12912.25419
PNG,2005,16365.19274,13563018.79
PRI,2005,54.17298764,29341.90722
PRY,2005,57704.73118,20356692.08
RWA,2005,14.29623145,9352.655463
SEN,2005,0.075116425,12.91013816
SLB,2005,3842.559817,3147224.14
SLE,2005,166.6914194,77589.23128
SLV,2005,31.28639773,17455.37049
SSD,2005,46.26448747,26819.69513
SUR,2005,1808.216292,1385589.18
SXM,2005,0.439419286,154.8005573
TCA,2005,5.077242212,747.2702189
TGO,2005,1.604137988,443.4767702
THA,2005,10678.21795,6287617.636
TTO,2005,94.22882642,52921.54757
TWN,2005,274.2454257,165124.2629
TZA,2005,751.1108966,381253.7045
UGA,2005,2899.400484,1732290.168
UMI,2005,45.75755088,0
USA,2005,10.97109244,5027.873613
VCT,2005,3.071818623,1751.36154
VEN,2005,15565.21658,8444440.751
VGB,2005,1.607877277,667.3742927
VIR,2005,0.365617449,117.0180689
VNM,2005,27778.73598,16602536.25
VUT,2005,52.84166512,31745.07702
ZAF,2005,522.3286888,275321.5663
ZMB,2005,242.9123214,112851.7237
ZWE,2005,27.48407887,14896.20331
ABW,2006,0.075162391,22.19623529
AGO,2006,1400.688881,725597.6228
ARG,2006,24100.81245,8982850.089
BDI,2006,5.762077862,3197.825778
BEN,2006,0.076480404,21.83814522
BES,2006,2.495911979,18.82452016
BGD,2006,677.3153477,403248.9803
BHS,2006,17.14283582,748.1203509
BLZ,2006,1896.834142,887796.7938
BOL,2006,118804.1537,62327654.52
BRA,2006,1415580.298,895130042.6
BRN,2006,442.3509929,368211.1548
BTN,2006,256.3030739,183212.2421
CAF,2006,5684.245533,3797225.448
CHN,2006,4804.340232,2719281.456
CIV,2006,16767.60593,7319610.222
CMR,2006,14845.90192,9304241.578
COD,2006,146457.1037,98410125.88
COG,2006,11788.06633,7445527.867
COL,2006,56050.96674,34468764.2
COM,2006,2.262172379,1466.621407
CRI,2006,712.8356093,417001.4273
CUB,2006,467.4698314,146275.2104
CYM,2006,2.980915703,868.828722
DMA,2006,4.676939558,2762.127741
DOM,2006,535.0648839,227997.3857
ECU,2006,6438.102397,4529532.957
ETH,2006,2562.247338,1480381.37
FJI,2006,168.3176254,95893.69852
GAB,2006,10494.88136,6557325.722
GHA,2006,3653.715514,1597542.859
GIN,2006,235.0868538,115610.7158
GLP,2006,2.957842734,1648.332359
GNB,2006,48.84465674,15006.38852
GNQ,2006,761.3765075,494060.0931
GTM,2006,18336.68055,8826432.819
GUF,2006,1943.565764,1566815.127
GUY,2006,3744.201588,2652332.374
HND,2006,14165.52696,7886701.33
HTI,2006,21.95558692,10756.86334
IDN,2006,468382.0359,412825673.3
IND,2006,15125.48558,8123985.683
JAM,2006,456.8436802,240183.1618
KEN,2006,3339.872263,1875375.966
KHM,2006,43256.09017,26237492.82
KNA,2006,7.799609496,3836.441789
LAO,2006,33977.92894,20157217.17
LBR,2006,6005.177148,2923298.899
LCA,2006,1.868228405,1055.399447
LKA,2006,413.1291587,185045.3626
MAF,2006,0.659068405,238.7263273
MDG,2006,12814.1892,7006221.878
MDV,2006,0.459112582,0
MEX,2006,19397.94228,8406647.431
MMR,2006,23065.6498,13893090.98
MOZ,2006,278.6085436,126346.4239
MSR,2006,3.614165241,1962.897392
MTQ,2006,3.499449193,1989.605563
MWI,2006,16.47069979,8520.875556
MYS,2006,113080.4879,96384187.6
NGA,2006,3457.781049,1342451.953
NIC,2006,8819.84287,5116649.37
NPL,2006,249.6468041,168188.0992
PAN,2006,4570.559684,2802967.317
PER,2006,58812.64877,39179686.48
PHL,2006,7143.548762,4835492.231
PLW,2006,17.01434527,14162.39993
PNG,2006,24784.75429,20710076.94
PRI,2006,81.81190587,45247.33178
PRY,2006,27948.99362,9753946.122
RWA,2006,39.35351762,25013.69629
SEN,2006,0.150367358,55.19693501
SGP,2006,0.230731556,133.2251473
SLB,2006,2495.695986,2040209.28
SLE,2006,786.6599126,372082.4512
SLV,2006,47.8574496,25503.1475
SSD,2006,46.72494901,27692.89846
SUR,2006,1892.557355,1496058.206
SXM,2006,0.073243187,20.84401449
TCA,2006,1.072545161,202.7011801
TGO,2006,0.229169341,65.94766823
THA,2006,9554.232428,5560253.092
TTO,2006,120.9831265,66252.41747
TWN,2006,308.5658284,191438.8147
TZA,2006,738.6781481,350762.123
UGA,2006,2891.146908,1603907.994
USA,2006,20.03894282,8576.567839
VCT,2006,0.074944515,46.81912004
VEN,2006,14243.9077,7986757.451
VGB,2006,1.169384036,469.0989857
VIR,2006,1.608698853,734.6761044
VNM,2006,20138.14192,12507483.02
VUT,2006,68.08932525,38710.22568
ZAF,2006,438.8590684,227821.8887
ZMB,2006,277.0529286,129227.759
ZWE,2006,25.50500985,12590.20446
AGO,2007,8060.488455,4776327.884
ARG,2007,18688.0254,6900818.443
AUS,2007,14.19914698,6284.977629
BDI,2007,13.98292882,7817.408429
BEN,2007,0.076294988,26.39389575
BES,2007,0.220343462,62.66154775
BGD,2007,369.726854,220934.1627
BHS,2007,8.515431406,1425.19729
BLZ,2007,4123.029278,1878834.729
BOL,2007,114376.0098,60484107.39
BRA,2007,1149563.433,709473143.8
BRN,2007,639.473947,548241.7707
BTN,2007,186.0881914,126946.7136
CAF,2007,8400.455844,5365416.927
CHN,2007,7513.896324,4155551.884
CIV,2007,17323.11063,7892506.289
CMR,2007,18347.2487,11729302.9
COD,2007,154990.5537,106846699
COG,2007,13688.8941,8446681.682
COL,2007,95539.174,60496753.71
COM,2007,9.792014348,5684.235389
CRI,2007,845.4449793,496540.7476
CUB,2007,464.6812145,127822.3023
CYM,2007,1.814092702,357.5551716
DMA,2007,7.71936338,4438.246223
DOM,2007,955.965678,398582.941
ECU,2007,6994.813904,5083414.716
ETH,2007,5518.410296,3435631.38
FJI,2007,127.3059207,74399.88026
GAB,2007,10584.42183,6748435.119
GHA,2007,3015.545599,1377462.651
GIN,2007,1035.124663,507533.6666
GLP,2007,4.659584292,2637.974085
GNB,2007,65.21651448,20134.71408
GNQ,2007,1526.782398,992835.939
GTM,2007,46827.40339,22257356.21
GUF,2007,2421.408539,1930992.742
GUY,2007,3346.287302,2357011.094
HND,2007,12660.1349,7011376.665
HTI,2007,38.52364232,19048.95678
IDN,2007,525993.1797,460029463.9
IND,2007,17208.14903,9327527.294
JAM,2007,227.4164375,123394.492
KEN,2007,3439.517216,2011516.525
KHM,2007,35533.31213,21644452.9
KNA,2007,2.79596826,1370.951878
LAO,2007,44921.95482,26424518.37
LBR,2007,7639.828092,3731258.995
LCA,2007,4.558703427,2674.468146
LKA,2007,675.0928182,264969.5874
MAF,2007,1.098461664,355.4950366
MDG,2007,45958.40129,25723322.65
MDV,2007,1.299456807,24.25809218
MEX,2007,28986.7844,13408058.03
MMR,2007,31292.34811,19078679.51
MOZ,2007,180.3598873,82531.69358
MSR,2007,0.1475218,81.49684066
MTQ,2007,9.832688167,4888.873141
MWI,2007,9.758272384,4696.748147
MYS,2007,142068.4256,123325464.9
NGA,2007,2752.751224,1078727.329
NIC,2007,36159.65002,21442001.18
NPL,2007,268.0438375,180201.3149
PAN,2007,3111.34923,1895350.962
PER,2007,77991.86086,52136411.67
PHL,2007,8752.957278,5955621.912
PLW,2007,33.26549572,27713.35885
PNG,2007,25053.19992,20965854.07
PRI,2007,41.75133925,23459.65028
PRY,2007,85752.33167,30218150
RWA,2007,8.762524293,5411.868369
SEN,2007,0.450813581,140.9690287
SGP,2007,0.153821242,72.57053425
SLB,2007,3015.804917,2488242.529
SLE,2007,476.4832728,243850.943
SLV,2007,47.99901107,25140.67388
SSD,2007,102.2866713,59367.2681
SUR,2007,2157.987344,1701044.449
SXM,2007,0.146473671,37.31177232
TCA,2007,16.30603149,2629.739683
TGO,2007,5.347389242,1598.447978
THA,2007,11325.1062,6693164.901
TTO,2007,134.1614461,76070.72841
TWN,2007,192.2304332,121276.4362
TZA,2007,917.2637345,487533.4637
UGA,2007,4043.766267,2519595.271
USA,2007,37.82837679,17254.91159
VCT,2007,1.348707831,695.8527328
VEN,2007,26115.73128,14624639.19
VGB,2007,2.777131634,1174.023892
VIR,2007,1.023697974,394.6561139
VNM,2007,22282.42666,13913635.93
VUT,2007,27.41802948,15705.23733
ZAF,2007,414.6365613,232777.3553
ZMB,2007,538.2014284,252227.431
ZWE,2007,16.3057335,9436.833784
AGO,2008,2699.368854,1565283.351
ARG,2008,47052.40972,17239069.68
AUS,2008,0.303690431,114.8733014
BDI,2008,18.13216315,10558.44788
BGD,2008,240.6481629,134516.7174
BHS,2008,4.100843017,496.5369432
BLZ,2008,3609.264954,1667453.52
BOL,2008,180574.5086,92378199.16
BRA,2008,1075145.504,684622730.7
BRN,2008,760.9255318,682466.4436
BTN,2008,319.1116194,208128.19
CAF,2008,5292.726679,3585672.23
CHN,2008,4076.472446,2288538.193
CIV,2008,12553.22178,5671099.284
CMR,2008,15038.14296,9756043.61
COD,2008,121474.3671,82487360.02
COG,2008,5892.723244,3683869.165
COL,2008,83618.62132,54017220.14
COM,2008,3.464298021,2042.14623
CRI,2008,1311.374579,754328.3687
CUB,2008,1204.74343,473923.7903
CYM,2008,1.306237603,359.4764949
DMA,2008,21.82945624,13071.85352
DOM,2008,1557.82757,669922.5557
ECU,2008,8953.46584,6728347.962
ETH,2008,3590.340126,2156097.695
FJI,2008,121.5840619,69713.44609
GAB,2008,9314.200803,6010967.716
GHA,2008,2669.654046,1183751.432
GIN,2008,540.7072736,258480.4404
GLP,2008,4.883740121,2520.818053
GNB,2008,68.76605022,22414.67525
GNQ,2008,2312.994089,1522353.496
GTM,2008,29727.87271,14505726.38
GUF,2008,3723.947948,2959994.109
GUY,2008,6377.269889,4536480.703
HND,2008,14679.88939,8198156.013
HTI,2008,41.96219328,20175.59605
IDN,2008,469406.6502,409354254
